Unique Identifier,Deal Number,Decision,Decision Date,Effective Date,Expiration Date,Brokered,Country,Program,Policy Type,Decision Authority,Product Description,Term,Primary Applicant,Primary Lender,Primary Exporter,Primary Supplier,Primary Borrower,Primary Buyer,Primary Source of Repayment,Working Capital Delegaed Authority,Approved/Declined Amount,Disbursed/Shipped Amount,Undisbursed Exposure Amount,Outstanding Exposure Amount,Loan Interest Rate,First Claim Payment Date,Claim Paid Amount,Small Business Authorized Amount,Woman Owned Authorized Amount,Minority Owned Authorized Amount,Fiscal Year
08077312XH0001,AP077312XH,Approved,12/08/2009,,11/01/2010,N,United States,Working Capital,,Individual Delegated Authority,Other Electronic Parts And Equipment Merchant Who,Short Term,Home State Bank National Assn,Home State Bank National Assn,Paltronics Inc,Paltronics Inc,Paltronics Inc,Unknown,Paltronics Inc,Yes,$3150000.00,$3150000.00,$0.00,$0.00,,,,$3150000.00,$0.00,$0.00,2010
08077545XG0001,AP077545XG,Approved,03/19/2010,,01/19/2011,N,United States,Working Capital,,Individual Delegated Authority,Grain And Field Bean Merchant Wholesalers,Short Term,Frost National,Frost National,"U.S. Grain & Feed Ingredients, Inc.","U.S. Grain & Feed Ingredients, Inc.","U.S. Grain & Feed Ingredients, Inc.",Unknown,"U.S. Grain & Feed Ingredients, Inc.",Yes,$270000.00,$270000.00,$0.00,$0.00,,,,$270000.00,$0.00,$0.00,2010
08077597XI0001,AP077597XI,Approved,08/05/2010,,06/01/2011,N,United States,Working Capital,,Individual Delegated Authority,Other Construction Material Merchant Wholesalers,Short Term,Wells Fargo Bank Minnesota Na,Wells Fargo Bank Nw Nat Assn,Vance International Inc,Vance International Inc,Vance International Inc,Unknown,Vance International Inc,Yes,$450000.00,$0.00,$0.00,$0.00,,04/14/2011,$457360.87,$450000.00,$0.00,$0.00,2010
08078093XE0001,AP078093XE,Approved,07/06/2010,,06/01/2011,N,United States,Working Capital,,Individual Delegated Authority,Telephone Apparatus Manufacturing,Short Term,Comerica Bank,Comerica Bank,Airway Technologies Inc,Airway Technologies Inc,Airway Technologies Inc,Unknown,Airway Technologies Inc,Yes,$3150000.00,$3150000.00,$0.00,$0.00,,,,$3150000.00,$0.00,$0.00,2010
08078194XG0002,AP078194XG,Approved,04/28/2010,,07/08/2010,N,United States,Working Capital,,Individual Delegated Authority,Medical - Dental - and Hospital Equipment and Suppli,Short Term,Manufacturers And Traders Trust Company,Manufacturers And Traders Trust Company,"Chindex International, Inc.","Chindex International, Inc.","Chindex International, Inc.",Unknown,"Chindex International, Inc.",Yes,$450000.00,$450000.00,$0.00,$0.00,,,,$0.00,$0.00,$0.00,2010
08078194XG0003,AP078194XG,Approved,07/22/2010,,10/08/2010,N,United States,Working Capital,,Individual Delegated Authority,Medical - Dental - and Hospital Equipment and Suppli,Short Term,Manufacturers And Traders Trust Company,Manufacturers And Traders Trust Company,"Chindex International, Inc.","Chindex International, Inc.","Chindex International, Inc.",Unknown,"Chindex International, Inc.",Yes,$450000.00,$450000.00,$0.00,$0.00,,,,$0.00,$0.00,$0.00,2010
08078359XG0001,AP078359XG,Approved,12/30/2009,,06/30/2010,N,United States,Working Capital,,Individual Delegated Authority,Analytical Laboratory Instrument Manufacturing,Short Term,Eastern Bank,Eastern Bank,Medica Corporation,Medica Corporation,Medica Corporation,Unknown,Medica Corporation,Yes,$2700000.00,$2700000.00,$0.00,$0.00,,,,$2700000.00,$0.00,$0.00,2010
08078791XX0008,AP078791XX,Approved,03/23/2010,,05/16/2010,N,Morocco,Guarantee,,Board,Aerospace Product And Parts Manufacturing,Long Term,Royal Air Maroc,Apple Bank For Savings,"Boeing Company, The",Various - United States Small Suppliers,Spv/Royal Air Maroc,Spv/Royal Air Maroc,Spv/Royal Air Maroc,No,$82796693.00,$80837849.39,$0.00,$58413745.22,,,,$0.00,$0.00,$0.00,2010
08078911XF0002,AP078911XF,Approved,02/03/2010,,05/01/2010,N,United States,Working Capital,,Individual Delegated Authority,Perfumes - Cosmetics - and Other Toilet Preparations,Short Term,East West Bank,East West Bank,"Bluefield Associates, Inc.","Bluefield Associates, Inc.","Bluefield Associates, Inc.",Unknown,"Bluefield Associates, Inc.",Yes,$1350000.00,$1350000.00,$0.00,$0.00,,,,$1350000.00,$0.00,$1350000.00,2010
08078911XG0001,AP078911XG,Approved,08/03/2010,,05/20/2011,N,United States,Working Capital,,Individual Delegated Authority,Perfumes - Cosmetics - and Other Toilet Preparations,Short Term,East West Bank,East West Bank,"Bluefield Associates, Inc.","Bluefield Associates, Inc.","Bluefield Associates, Inc.",Unknown,"Walker, Lorraine",Yes,$855000.00,$855000.00,$0.00,$0.00,,,,$855000.00,$0.00,$855000.00,2010
08079028XE0002,AP079028XE,Approved,02/02/2010,,04/30/2010,N,United States,Working Capital,,Individual Delegated Authority,Repair Shops and Related Services - NEC,Short Term,"Jpmorgan Chase Bank, Na","Jpmorgan Chase Bank, Na","Reliable Industries, Inc, Of N","Reliable Industries, Inc, Of N","Reliable Industries, Inc, Of N",Unknown,"Reliable Industries, Inc, Of N",Yes,$1800000.00,$1800000.00,$0.00,$0.00,,,,$1800000.00,$0.00,$0.00,2010
08079028XF0001,AP079028XF,Approved,06/28/2010,,07/31/2011,N,United States,Working Capital,,Individual Delegated Authority,Repair Shops and Related Services - NEC,Short Term,"Jpmorgan Chase Bank, Na","Jpmorgan Chase Bank, Na","Reliable Industries, Inc, Of N","Reliable Industries, Inc, Of N","Reliable Industries, Inc, Of N",Unknown,"Reliable Industries, Inc, Of N",Yes,$2430000.00,$2430000.00,$0.00,$0.00,,,,$2430000.00,$0.00,$0.00,2010
08079188XB0002,AP079188XB,Approved,12/03/2009,,11/17/2011,N,United States,Working Capital,,Individual Delegated Authority,Trucking - Except Local,Short Term,"Pnc Bank, National Association","Pnc Bank, National Association",World Shipping Inc,World Shipping Inc,World Shipping Inc,Unknown,World Shipping Inc,Yes,$900000.00,$900000.00,$0.00,$0.00,,,,$0.00,$0.00,$0.00,2010
08079223XC0001,AP079223XC,Approved,05/06/2010,,08/26/2010,N,United States,Working Capital,,Individual Delegated Authority,Plastics Materials - Synthetic Resins - and Nonvulca,Short Term,"Pnc Bank, National Association","Pnc Bank, National Association",Deltech Corp.,Deltech Corp.,Deltech Corp.,Unknown,Northbridge Holdings Inc.,Yes,$2700000.00,$2700000.00,$0.00,$0.00,,,,$2700000.00,$0.00,$0.00,2010
08079317XE0002,AP079317XE,Approved,11/17/2009,,03/14/2010,N,United States,Working Capital,,Individual Delegated Authority,Construction and Mining Machinery and Equipment,Short Term,Regions Bank,Regions Bank,Nationwide Equipment Company,Nationwide Equipment Company,Nationwide Equipment Company,Unknown,Nationwide Equipment Company,Yes,$4500000.00,$4500000.00,$0.00,$0.00,,,,$4500000.00,$0.00,$0.00,2010
08079317XF0001,AP079317XF,Approved,04/29/2010,,03/14/2011,N,United States,Working Capital,,Individual Delegated Authority,Construction And Mining (Except Oil Well) Machine,Short Term,Regions Bank,Regions Bank,Nationwide Equipment Company,Nationwide Equipment Company,Nationwide Equipment Company,Unknown,Nationwide Equipment Company,Yes,$4500000.00,$4500000.00,$0.00,$0.00,,,,$4500000.00,$0.00,$0.00,2010
08079530XC0001,AP079530XC,Approved,03/24/2010,,12/30/2010,N,United States,Working Capital,,Individual Delegated Authority,Lubricating Oils and Greases,Short Term,"Pnc Bank, National Association","Pnc Bank, National Association",Lubricating Specialties Co.,Lubricating Specialties Co.,Lubricating Specialties Co.,Unknown,"Specialty Chemical Exporters, Inc.",Yes,$9000000.00,$9000000.00,$0.00,$0.00,,,,$9000000.00,$0.00,$0.00,2010
08079756XG0001,AP079756XG,Approved,03/22/2010,,06/09/2011,N,United States,Working Capital,,Individual Delegated Authority,Air and Gas Compressors,Short Term,Amegy Bank National Association,Amegy Bank National Association,Neuman And Esser Usa Inc,Neuman And Esser Usa Inc,Neuman And Esser Usa Inc,Unknown,Neuman & Esser Investments,Yes,$2700000.00,$2700000.00,$0.00,$0.00,,,,$2700000.00,$0.00,$0.00,2010
08079756XG0002,AP079756XG,Approved,08/11/2010,,06/09/2011,N,United States,Working Capital,,Individual Delegated Authority,Air and Gas Compressors,Short Term,Amegy Bank National Association,Amegy Bank National Association,Neuman And Esser Usa Inc,Neuman And Esser Usa Inc,Neuman And Esser Usa Inc,Unknown,Neuman & Esser Investments,Yes,$2700000.00,$2700000.00,$0.00,$0.00,,,,$2700000.00,$0.00,$0.00,2010
08079808XF0001,AP079808XF,Approved,12/15/2009,,09/30/2010,N,United States,Working Capital,,Individual Delegated Authority,Metal Service Centers And Other Metal Merchant Wh,Short Term,Bank Of America Na,Bank Of America Na,"Mike Brown Enterprises, Inc.","Mike Brown Enterprises, Inc.","Mike Brown Enterprises, Inc.",Unknown,"Mike Brown Enterprises, Inc.",Yes,$877500.00,$877500.00,$0.00,$0.00,,,,$877500.00,$0.00,$0.00,2010
08079808XG0001,AP079808XG,Approved,09/29/2010,,09/30/2011,N,United States,Working Capital,,Individual Delegated Authority,Metals Service Centers and Offices,Short Term,Bank Of America Na,Bank Of America Na,"Mike Brown Enterprises, Inc.","Mike Brown Enterprises, Inc.","Mike Brown Enterprises, Inc.",Unknown,"Mike Brown Enterprises, Inc.",Yes,$1350000.00,$1350000.00,$0.00,$0.00,,,,$1350000.00,$0.00,$0.00,2010
08079877XE0001,AP079877XE,Approved,08/26/2010,,07/15/2012,N,United States,Working Capital,,Individual Delegated Authority,Motor Vehicle Supplies And New Parts Merchant Who,Short Term,Comerica Bank,Comerica Bank,Auto Air Export Inc.,Auto Air Export Inc.,Auto Air Export Inc.,Unknown,"Davis, Graciela M.",Yes,$7200000.00,$7200000.00,$0.00,$0.00,,,,$7200000.00,$7200000.00,$7200000.00,2010
08079953XB0003,AP079953XB,Approved,09/02/2010,,08/13/2011,N,United States,Working Capital,,Individual Delegated Authority,Metal Stampings - NEC,Short Term,Wells Fargo Bank Minnesota Na,Wells Fargo Business Credit Inc.,A K Stamping Company Inc.,A K Stamping Company Inc.,A K Stamping Company Inc.,Unknown,"Kurz, Arthur A.",Yes,$450000.00,$450000.00,$0.00,$0.00,,,,$450000.00,$0.00,$0.00,2010
08079980XF0001,AP079980XF,Approved,12/02/2009,,10/31/2010,N,United States,Working Capital,,Individual Delegated Authority,Industrial Machinery And Equipment Merchant Whole,Short Term,Whitney National Bank,Whitney National Bank,A G I Industries Inc,A G I Industries Inc,A G I Industries Inc,Unknown,A G I Industries Inc,Yes,$675000.00,$675000.00,$0.00,$0.00,,,,$675000.00,$0.00,$0.00,2010
08080001XH0001,AP080001XH,Approved,11/15/2009,,05/30/2010,N,United States,Working Capital,,Individual Delegated Authority,Other Measuring And Controlling Device Manufacturing,Short Term,"Td Bank, Na","Td Bank, Na","Matec Instrument Companies, Inc.","Matec Instrument Companies, Inc.","Matec Instrument Companies, Inc.",Unknown,"Murray, Gene A.",Yes,$450000.00,$450000.00,$0.00,$0.00,,,,$450000.00,$0.00,$0.00,2010
08080001XI0001,AP080001XI,Approved,08/02/2010,,08/30/2011,N,United States,Working Capital,,Individual Delegated Authority,Measuring and Controlling Devices - NEC,Short Term,"Td Bank, Na","Td Bank, Na","Matec Instrument Companies, Inc.","Matec Instrument Companies, Inc.","Matec Instrument Companies, Inc.",Unknown,"Murray, Gene A.",Yes,$450000.00,$450000.00,$0.00,$0.00,,,,$450000.00,$0.00,$0.00,2010
08080070XF0001,AP080070XF,Approved,03/23/2010,,03/04/2011,N,United States,Working Capital,,Individual Delegated Authority,Air-Conditioning And Warm Air Heating Equipment And Refrigeration Equipment,Short Term,Regions Bank,Regions Bank,Novelaire Technologies Llc,Novelaire Technologies Llc,Novelaire Technologies Llc,Unknown,"Noveltech, Inc.",Yes,$540000.00,$540000.00,$0.00,$0.00,,,,$540000.00,$0.00,$0.00,2010
08080252XE0002,AP080252XE,Approved,07/15/2010,,01/31/2011,N,United States,Working Capital,,Individual Delegated Authority,Fabricated Pipe and Pipe Fittings,Short Term,"Jpmorgan Chase Bank, N.A.","Jpmorgan Chase Bank, N.A.",Rilco Manufacturing Company,Rilco Manufacturing Company,Rilco Manufacturing Company,Unknown,Rilco Manufacturing Company,Yes,$2700000.00,$2700000.00,$0.00,$0.00,,,,$2700000.00,$0.00,$0.00,2010
08080255XF0001,AP080255XF,Approved,10/20/2009,,06/30/2010,N,United States,Working Capital,,Individual Delegated Authority,Drugs And Druggists' Sundries Merchant Wholesaler,Short Term,Comerica Incorporated,Comerica Bank,Jordana Cosmetics Corp.,Jordana Cosmetics Corp.,Jordana Cosmetics Corp.,Unknown,"Minc, Laurie D.",Yes,$450000.00,$450000.00,$0.00,$0.00,,,,$450000.00,$0.00,$0.00,2010
08080255XG0001,AP080255XG,Approved,08/11/2010,,06/29/2011,N,United States,Working Capital,,Individual Delegated Authority,Drugs And Druggists' Sundries Merchant Wholesaler,Short Term,Comerica Incorporated,Comerica Bank,Jordana Cosmetics Corp.,Jordana Cosmetics Corp.,Jordana Cosmetics Corp.,Unknown,"Minc, Laurie D.",Yes,$450000.00,$450000.00,$0.00,$0.00,,,,$450000.00,$0.00,$0.00,2010
08080295XD0003,AP080295XD,Approved,12/17/2009,,12/15/2009,N,United States,Working Capital,,Individual Delegated Authority,Industrial Instruments for Measurement - Display -,Short Term,Bank Of America Na,Bank Of America Na,"Membrane Technology & Research, Inc.","Membrane Technology & Research, Inc.","Membrane Technology & Research, Inc.",Unknown,"Membrane Technology & Research, Inc.",Yes,$4500000.00,$4500000.00,$0.00,$0.00,,,,$4500000.00,$0.00,$0.00,2010
08080295XE0001,AP080295XE,Approved,01/15/2010,,11/23/2010,N,United States,Working Capital,,Individual Delegated Authority,Industrial Instruments for Measurement - Display -,Short Term,Bank Of America Na,Bank Of America Na,"Membrane Technology & Research, Inc.","Membrane Technology & Research, Inc.","Membrane Technology & Research, Inc.",Unknown,"Membrane Technology & Research, Inc.",Yes,$4500000.00,$4500000.00,$0.00,$0.00,,,,$4500000.00,$0.00,$0.00,2010
08080298XF0001,AP080298XF,Approved,12/03/2009,,12/01/2010,N,United States,Working Capital,,Individual Delegated Authority,Radio And Television Broadcasting And Wireless Co,Short Term,Comerica Incorporated,Comerica Bank,"Etm-Electromatic, Inc","Etm-Electromatic, Inc","Etm-Electromatic, Inc",Unknown,Dtp-Lv Associates,Yes,$900000.00,$900000.00,$0.00,$0.00,,,,$900000.00,$0.00,$0.00,2010
08080303XB0002,AP080303XB,Approved,12/28/2009,,12/05/2010,N,United States,Working Capital,,Individual Delegated Authority,Special Dies and Tools - Die Sets - Jigs and Fixture,Short Term,Wells Fargo Bank Minnesota Na,Wells Fargo Business Credit Inc.,"Producto Corp., The","Producto Corp., The","Producto Corp., The",Unknown,Pmt Group Inc,Yes,$2250000.00,$2250000.00,$0.00,$0.00,,,,$2250000.00,$0.00,$0.00,2010
08080445XB0002,AP080445XB,Approved,05/25/2010,,02/26/2011,N,United States,Working Capital,,Individual Delegated Authority,General Industrial Machinery and Equipment - NEC,Short Term,Wells Fargo Bank Minnesota Na,"Wells Fargo, N.A.",Generon Igs Inc,Generon Igs Inc,Generon Igs Inc,Unknown,Innovative Gas Systems Inc,Yes,$3600000.00,$3600000.00,$0.00,$0.00,,,,$3600000.00,$0.00,$0.00,2010
08080482XC0003,AP080482XC,Approved,09/20/2010,,08/31/2011,N,United States,Working Capital,,Individual Delegated Authority,Groceries and Related Products - NEC,Short Term,Unionbancal Corporation,Union Bank California Na,"Otis Mc Allister, Inc.","Otis Mc Allister, Inc.","Otis Mc Allister, Inc.",Unknown,"Golden, Everett C. Iii",Yes,$6300000.00,$6300000.00,$0.00,$0.00,,,,$6300000.00,$0.00,$0.00,2010
08080482XC0004,AP080482XC,Approved,09/20/2010,,08/31/2011,N,United States,Working Capital,,Individual Delegated Authority,Groceries and Related Products - NEC,Short Term,Unionbancal Corporation,Union Bank California Na,"Otis Mc Allister, Inc.","Otis Mc Allister, Inc.","Otis Mc Allister, Inc.",Unknown,"Golden, Everett C. Iii",Yes,$6300000.00,$0.00,$0.00,$0.00,,,,$6300000.00,$0.00,$0.00,2010
08080483XC0001,AP080483XC,Approved,12/30/2009,,12/02/2010,N,United States,Working Capital,,Individual Delegated Authority,Industrial Valves,Short Term,Manufacturers And Traders Trust Company,Manufacturers And Traders Trust Company,Fetterolf Corporation,Fetterolf Corporation,Fetterolf Corporation,Unknown,Fetterolf Corporation,Yes,$630000.00,$630000.00,$0.00,$0.00,,,,$630000.00,$0.00,$0.00,2010
08080496XC0001,AP080496XC,Approved,04/13/2010,,03/30/2011,N,United States,Working Capital,,Individual Delegated Authority,Radio And Television Broadcasting And Wireless Co,Short Term,Silicon Valley Bancshares,Silicon Valley Bancshares,"Socket Mobile, Inc.","Socket Mobile, Inc.","Socket Mobile, Inc.",Unknown,"Socket Mobile, Inc.",Yes,$1800000.00,$1800000.00,$0.00,$0.00,,,,$1800000.00,$0.00,$0.00,2010
08080591XF0001,AP080591XF,Approved,05/06/2010,,03/30/2011,N,United States,Working Capital,,Individual Delegated Authority,"Piece Goods, Notions, And Other Dry Goods Merchan",Short Term,"Pnc Bank, National Association","Pnc Bank, National Association","R & M International Sales Corp, Inc.","R & M International Sales Corp, Inc.","R & M International Sales Corp, Inc.",Unknown,"Rawson, Denys",Yes,$855000.00,$855000.00,$0.00,$0.00,,,,$855000.00,$855000.00,$0.00,2010
08080622XB0001,AP080622XB,Approved,06/21/2010,,03/29/2011,N,United States,Working Capital,,Individual Delegated Authority,Farm Supplies,Short Term,Wells Fargo Bank Minnesota Na,Wells Fargo Business Credit Inc.,"Agmotion, Inc.","Agmotion, Inc.","Agmotion, Inc.",Unknown,"Agmotion, Inc.",Yes,$5400000.00,$5400000.00,$0.00,$0.00,,,,$5400000.00,$0.00,$0.00,2010
08080699XE0001,AP080699XE,Approved,03/04/2010,,05/30/2010,N,United States,Working Capital,,Individual Delegated Authority,Bookbinding and Related Work,Short Term,Wells Fargo Bank Minnesota Na,"Wells Fargo Bank, N.A.",Powis-Parker Inc,Powis-Parker Inc,Powis-Parker Inc,Unknown,Powis-Parker Inc,Yes,$4050000.00,$4050000.00,$0.00,$0.00,,,,$4050000.00,$0.00,$0.00,2010
08080777XD0001,AP080777XD,Approved,12/30/2009,,03/30/2010,N,United States,Working Capital,,Individual Delegated Authority,Industrial and Personnal Service Paper,Short Term,Bank United Fsb,Bank United Fsb,"Impex Of Doral, Inc.","Impex Of Doral, Inc.","Impex Of Doral, Inc.",Unknown,"Light, Steve",Yes,$886500.00,$886500.00,$0.00,$0.00,,,,$886500.00,$0.00,$886500.00,2010
08080777XD0002,AP080777XD,Approved,04/29/2010,,06/28/2010,N,United States,Working Capital,,Individual Delegated Authority,Industrial and Personnal Service Paper,Short Term,Bank United Fsb,Bank United Fsb,"Impex Of Doral, Inc.","Impex Of Doral, Inc.","Impex Of Doral, Inc.",Unknown,"Light, Steve",Yes,$886500.00,$0.00,$0.00,$0.00,,,,$886500.00,$0.00,$886500.00,2010
08080777XD0003,AP080777XD,Approved,07/01/2010,,10/26/2010,N,United States,Working Capital,,Individual Delegated Authority,Industrial and Personnal Service Paper,Short Term,Bank United Fsb,Bank United Fsb,"Impex Of Doral, Inc.","Impex Of Doral, Inc.","Impex Of Doral, Inc.",Unknown,"Light, Steve",Yes,$886500.00,$0.00,$0.00,$0.00,,01/12/2011,$775314.15,$886500.00,$0.00,$886500.00,2010
08080823XE0001,AP080823XE,Approved,12/09/2009,,11/01/2010,N,United States,Working Capital,,Individual Delegated Authority,Printing and Writing Paper,Short Term,Bank Leumi,Bank Leumi,Morgan Price & Co Inc,Morgan Price & Co Inc,Morgan Price & Co Inc,Unknown,Morgan Price & Co Inc,Yes,$3825000.00,$3825000.00,$0.00,$0.00,,,,$3825000.00,$0.00,$3825000.00,2010
08080850XE0001,AP080850XE,Approved,10/28/2009,,11/07/2010,N,United States,Working Capital,,Individual Delegated Authority,Ophthalmic Goods,Short Term,Gbc International Bank,Gbc International Bank,"Medennium, Inc.","Medennium, Inc.","Medennium, Inc.",Unknown,"Medennium, Inc.",Yes,$855000.00,$855000.00,$0.00,$0.00,,,,$855000.00,$0.00,$0.00,2010
08080884XD0002,AP080884XD,Approved,07/15/2010,,09/15/2010,N,United States,Working Capital,,Individual Delegated Authority,Air-Conditioning and Warm Air Heating Equipment an,Short Term,Gbc International Bank,Gbc International Bank,Mee Industries Inc.,Mee Industries Inc.,Mee Industries Inc.,Unknown,Mee Industries Inc.,Yes,$900000.00,$900000.00,$0.00,$0.00,,,,$900000.00,$0.00,$0.00,2010
08080892XB0002,AP080892XX,Approved,07/02/2010,,06/29/2011,N,United States,Working Capital,,Individual Delegated Authority,Durable Goods - NEC,Short Term,"Pnc Bank, National Association","Pnc Bank, National Association",Cd Listening Bar Inc,Cd Listening Bar Inc,Cd Listening Bar Inc,Unknown,Cd Listening Bar Inc,Yes,$4500000.00,$4500000.00,$0.00,$0.00,,,,$4500000.00,$0.00,$0.00,2010
08081100XD0002,AP081100XD,Approved,09/17/2010,,02/14/2011,N,United States,Working Capital,,Individual Delegated Authority,Communications Equipment - NEC,Short Term,Silicon Valley Bancshares,Silicon Valley Bancshares,Movius Interactive Corporation,Movius Interactive Corporation,Movius Interactive Corporation,Unknown,Movius Interactive Corporation,Yes,$7200000.00,$7200000.00,$0.00,$0.00,,,,$7200000.00,$0.00,$0.00,2010
08081116XE0001,AP081116XE,Approved,03/17/2010,,08/01/2010,N,United States,Working Capital,,Individual Delegated Authority,Computer Systems Design Services,Short Term,Unionbancal Corporation,"Union Bank Of California, N.A.","Prosoft Technologies, Inc.","Prosoft Technologies, Inc.","Prosoft Technologies, Inc.",Unknown,"Douglass Sharratt Trust, The",Yes,$1350000.00,$1350000.00,$0.00,$0.00,,,,$0.00,$0.00,$0.00,2010
08081135XC0002,AP081135XC,Approved,01/25/2010,,12/31/2009,N,United States,Working Capital,,Individual Delegated Authority,Farm Supplies,Short Term,Gbc International Bank,Gbc International Bank,Superior Jali International Inc.,Superior Jali International Inc.,Superior Jali International Inc.,Unknown,Superior Jali International Inc.,Yes,$1350000.00,$1350000.00,$0.00,$0.00,,,,$1350000.00,$1350000.00,$1350000.00,2010
